#OTU ID	S00IK-0001_S1-taxa	S00IK-0002_S2-taxa	S00IK-0003_S3-taxa	S00IK-0004_S4-taxa	S00IK-0005_S5-taxa	S00IK-0006_S6-taxa	S00IK-0007_S7-taxa	S00IK-0008_S8-taxa	S00IK-0009_S9-taxa	S00IK-0010_S10-taxa	S00IK-0011_S11-taxa	S00IK-0012_S12-taxa	S00IK-0013_S13-taxa	S00IK-0014_S14-taxa	S00IK-0015_S15-taxa	S00IK-0016_S16-taxa	S00IK-0017_S17-taxa	S00IK-0018_S18-taxa	S00IK-0019_S19-taxa	S00IK-0020_S20-taxa	S00IK-0021_S21-taxa	S00IK-0022_S22-taxa	S00IK-0023_S23-taxa	S00IK-0024_S24-taxa	S00IK-0025_S25-taxa	S00IK-0026_S26-taxa	S00IK-0027_S27-taxa	S00IK-0028_S28-taxa	S00IK-0029_S29-taxa	S00IK-0030_S30-taxa	S00IK-0031_S31-taxa	S00IK-0032_S32-taxa	S00IK-0033_S33-taxa	S00IK-0034_S34-taxa	S00IK-0035_S35-taxa	S00IK-0036_S36-taxa	S00IK-0037_S37-taxa	S00IK-0038_S38-taxa	S00IK-0039_S39-taxa	S00IK-0040_S40-taxa	Consensus Lineage
85012	3.0	23.0	0.0	5.0	1.0	10.0	8.0	0.0	1.0	0.0	1.0	14.0	1.0	12.0	0.0	1.0	2.0	0.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__; g__; s__
2004	2.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__; s__
2202249	35.0	61.0	15.0	14.0	4.0	31.0	17.0	9.0	33.0	15.0	7.0	12.0	10.0	29.0	13.0	6.0	19.0	8.0	42.0	19.0	3.0	2.0	3.0	4.0	2.0	5.0	0.0	3.0	0.0	3.0	0.0	2.0	2.0	2.0	2.0	5.0	2.0	1.0	7.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__sp. 'caverna'
2001	24.0	5.0	2.0	9.0	5.0	17.0	6.0	1.0	17.0	1.0	2.0	3.0	10.0	28.0	0.0	3.0	20.0	2.0	10.0	27.0	3.0	1.0	2.0	3.0	1.0	0.0	2.0	3.0	2.0	5.0	7.0	1.0	3.0	2.0	12.0	7.0	6.0	14.0	10.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__roseum
83681	1.0	1.0	0.0	0.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea; s__
1909395	29.0	46.0	10.0	7.0	3.0	33.0	13.0	5.0	24.0	21.0	3.0	11.0	9.0	42.0	8.0	34.0	12.0	6.0	28.0	32.0	0.0	2.0	3.0	7.0	7.0	2.0	6.0	5.0	3.0	7.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea; s__sp. ATCC 55076
2656914	6.0	15.0	3.0	43.0	15.0	13.0	15.0	6.0	17.0	15.0	5.0	6.0	13.0	19.0	8.0	16.0	6.0	0.0	11.0	15.0	0.0	4.0	1.0	2.0	3.0	5.0	3.0	8.0	3.0	4.0	3.0	2.0	5.0	3.0	3.0	14.0	4.0	3.0	5.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea; s__nitratireducens
2006	2.0	8.0	0.0	1.0	7.0	19.0	1.0	5.0	25.0	1.0	0.0	3.0	1.0	26.0	0.0	4.0	5.0	0.0	26.0	17.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Thermobispora; s__bispora
83676	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__; s__
280236	45.0	55.0	14.0	9.0	2.0	38.0	8.0	6.0	37.0	8.0	7.0	7.0	5.0	46.0	2.0	2.0	6.0	7.0	25.0	16.0	2.0	7.0	2.0	1.0	3.0	1.0	2.0	4.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__gilva
2014	6.0	21.0	4.0	9.0	0.0	26.0	9.0	6.0	10.0	9.0	1.0	2.0	9.0	18.0	1.0	9.0	14.0	0.0	9.0	10.0	1.0	2.0	1.0	2.0	0.0	0.0	2.0	8.0	0.0	6.0	2.0	6.0	1.0	3.0	7.0	6.0	3.0	11.0	15.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__dassonvillei
53437	2.0	16.0	3.0	10.0	13.0	29.0	4.0	11.0	15.0	15.0	6.0	2.0	12.0	21.0	1.0	24.0	4.0	1.0	14.0	8.0	3.0	2.0	4.0	4.0	1.0	2.0	2.0	7.0	0.0	14.0	0.0	3.0	0.0	2.0	8.0	2.0	2.0	2.0	3.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__alba
2498135	6.0	26.0	2.0	8.0	3.0	24.0	16.0	1.0	14.0	4.0	2.0	17.0	0.0	23.0	0.0	1.0	6.0	0.0	28.0	6.0	2.0	0.0	3.0	1.0	1.0	5.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	5.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__Streptomonospora; s__sp. M2
2021	4.0	22.0	60.0	28.0	27.0	15.0	27.0	16.0	6.0	17.0	42.0	25.0	34.0	6.0	1.0	55.0	9.0	1.0	20.0	7.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	5.0	1.0	0.0	9.0	5.0	4.0	15.0	20.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Nocardiopsaceae; g__Thermobifida; s__fusca
2591108	4.0	20.0	3.0	2.0	9.0	18.0	6.0	4.0	9.0	4.0	2.0	3.0	11.0	10.0	0.0	18.0	7.0	1.0	7.0	6.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	5.0	0.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura; s__sp. WMMA1423
1219491	3.0	26.0	1.0	9.0	1.0	16.0	2.0	6.0	9.0	4.0	3.0	3.0	5.0	20.0	0.0	4.0	3.0	1.0	7.0	7.0	2.0	3.0	0.0	6.0	1.0	2.0	4.0	4.0	4.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura; s__sp. WMMB 499
46165	3.0	7.0	1.0	6.0	8.0	12.0	1.0	0.0	6.0	7.0	2.0	4.0	0.0	15.0	0.0	3.0	3.0	0.0	5.0	9.0	6.0	5.0	4.0	4.0	3.0	5.0	5.0	6.0	4.0	5.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	4.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura; s__verrucosospora
2020	3.0	7.0	2.0	3.0	8.0	11.0	9.0	1.0	10.0	6.0	0.0	6.0	5.0	9.0	0.0	12.0	11.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	1.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Streptosporangiales; f__Thermomonosporaceae; g__Thermomonospora; s__curvata
283811	84.0	32.0	75.0	40.0	30.0	33.0	23.0	21.0	11.0	23.0	75.0	11.0	43.0	15.0	0.0	77.0	151.0	0.0	48.0	97.0	1.0	1.0	0.0	4.0	3.0	2.0	0.0	2.0	2.0	5.0	8.0	7.0	1.0	7.0	13.0	8.0	6.0	16.0	7.0	7.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Glycomycetales; f__Glycomycetaceae; g__Stackebrandtia; s__nassauensis
298654	39.0	50.0	23.0	5.0	0.0	43.0	6.0	3.0	39.0	17.0	11.0	2.0	7.0	34.0	13.0	5.0	9.0	8.0	38.0	21.0	4.0	6.0	5.0	7.0	1.0	4.0	5.0	7.0	1.0	5.0	1.0	2.0	0.0	2.0	0.0	0.0	3.0	1.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__inefficax
1859	20.0	31.0	9.0	5.0	5.0	26.0	1.0	3.0	15.0	2.0	1.0	0.0	3.0	15.0	5.0	7.0	10.0	5.0	9.0	12.0	2.0	1.0	3.0	2.0	0.0	3.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__alni
2716812	9.0	12.0	2.0	4.0	4.0	10.0	11.0	1.0	26.0	0.0	5.0	9.0	3.0	11.0	2.0	3.0	21.0	0.0	19.0	29.0	1.0	2.0	2.0	1.0	1.0	0.0	7.0	3.0	0.0	5.0	5.0	8.0	4.0	1.0	10.0	9.0	10.0	14.0	11.0	5.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__Candidatus Frankia datiscae
298653	4.0	14.0	48.0	42.0	27.0	25.0	9.0	13.0	5.0	16.0	45.0	3.0	48.0	29.0	0.0	49.0	6.0	0.0	9.0	7.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	4.0	3.0	3.0	1.0	1.0	4.0	2.0	3.0	4.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__sp. EAN1pec
710111	2.0	4.0	1.0	5.0	2.0	2.0	3.0	1.0	8.0	6.0	0.0	0.0	2.0	10.0	0.0	2.0	2.0	0.0	11.0	12.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	4.0	0.0	5.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__sp. QA3
106370	2.0	16.0	1.0	6.0	2.0	13.0	0.0	0.0	7.0	0.0	0.0	2.0	3.0	15.0	0.0	6.0	2.0	0.0	16.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	4.0	1.0	5.0	5.0	2.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Frankiales; f__Frankiaceae; g__Frankia; s__casuarinae
2762325	54.0	37.0	40.0	10.0	13.0	21.0	26.0	27.0	46.0	15.0	51.0	28.0	12.0	23.0	45.0	10.0	23.0	22.0	22.0	17.0	30.0	14.0	2.0	4.0	7.0	12.0	10.0	29.0	10.0	2.0	4.0	1.0	0.0	2.0	2.0	7.0	1.0	2.0	7.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Nakamurellales; f__Nakamurellaceae; g__Nakamurella; s__sp. PAMC28650
1902245	11.0	29.0	24.0	28.0	18.0	22.0	28.0	8.0	13.0	14.0	38.0	23.0	22.0	10.0	2.0	29.0	3.0	3.0	29.0	12.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	2.0	1.0	1.0	3.0	4.0	3.0	1.0	1.0	6.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Nakamurellales; f__Nakamurellaceae; g__Nakamurella; s__sp. s14-144
53461	3.0	9.0	0.0	4.0	1.0	7.0	4.0	2.0	9.0	0.0	1.0	0.0	5.0	8.0	1.0	3.0	6.0	2.0	6.0	8.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Nakamurellales; f__Nakamurellaceae; g__Nakamurella; s__multipartita
1090615	1.0	12.0	2.0	1.0	3.0	22.0	1.0	1.0	7.0	3.0	2.0	4.0	3.0	24.0	0.0	5.0	6.0	0.0	12.0	9.0	2.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	1.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Nakamurellales; f__Nakamurellaceae; g__Nakamurella; s__panacisegetis
622681	2.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__
1884914	17.0	11.0	0.0	1.0	0.0	14.0	10.0	1.0	6.0	7.0	0.0	7.0	4.0	4.0	0.0	2.0	39.0	0.0	9.0	26.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__dulcis
1884904	2.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__sulfonica
573600	1.0	0.0	2.0	5.0	2.0	4.0	3.0	4.0	1.0	7.0	0.0	4.0	1.0	2.0	0.0	7.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__limnetica
1884905	1.0	14.0	33.0	17.0	16.0	10.0	7.0	4.0	0.0	5.0	28.0	4.0	12.0	8.0	0.0	29.0	4.0	0.0	10.0	8.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	16.0	2.0	0.0	13.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__versatilis
1884907	1.0	20.0	2.0	4.0	4.0	1.0	2.0	3.0	2.0	20.0	3.0	5.0	3.0	11.0	3.0	2.0	2.0	0.0	6.0	14.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__vernalis
1884913	1.0	4.0	0.0	8.0	0.0	0.0	1.0	2.0	8.0	1.0	0.0	0.0	7.0	1.0	2.0	3.0	1.0	7.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Planktophila; s__lacus
2039639	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Nanopelagicus; s__
1884915	4.0	3.0	3.0	14.0	5.0	6.0	4.0	6.0	13.0	13.0	1.0	1.0	4.0	5.0	2.0	1.0	1.0	0.0	3.0	7.0	4.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Nanopelagicus; s__hibericus
1884634	3.0	4.0	2.0	1.0	2.0	2.0	2.0	10.0	2.0	22.0	10.0	1.0	1.0	0.0	0.0	13.0	1.0	0.0	2.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Candidatus Nanopelagicales; f__Candidatus Nanopelagicaceae; g__Candidatus Nanopelagicus; s__limnes
414996	24.0	36.0	11.0	18.0	6.0	30.0	8.0	10.0	11.0	10.0	1.0	4.0	7.0	14.0	5.0	9.0	9.0	2.0	24.0	17.0	1.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0	4.0	8.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinopolysporales; f__Actinopolysporaceae; g__Actinopolyspora; s__erythraea
281472	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Jiangellales; f__Jiangellaceae; g__Jiangella; s__
419479	11.0	25.0	7.0	31.0	21.0	28.0	34.0	12.0	16.0	20.0	8.0	16.0	24.0	21.0	0.0	23.0	14.0	48.0	19.0	10.0	4.0	16.0	8.0	8.0	16.0	14.0	25.0	6.0	9.0	7.0	6.0	8.0	1.0	5.0	9.0	13.0	5.0	3.0	9.0	11.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Jiangellales; f__Jiangellaceae; g__Jiangella; s__alkaliphila
1798224	2.0	18.0	0.0	6.0	2.0	15.0	5.0	1.0	15.0	1.0	2.0	5.0	1.0	9.0	1.0	10.0	14.0	2.0	13.0	18.0	0.0	2.0	2.0	4.0	2.0	1.0	4.0	1.0	3.0	0.0	7.0	7.0	3.0	3.0	9.0	8.0	7.0	14.0	15.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Jiangellales; f__Jiangellaceae; g__Jiangella; s__sp. DSM 45060
138336	7.0	22.0	0.0	11.0	0.0	9.0	2.0	10.0	10.0	9.0	5.0	3.0	2.0	24.0	0.0	22.0	7.0	0.0	9.0	9.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Geodermatophilales; f__Geodermatophilaceae; g__Blastococcus; s__saxobsidens
477641	4.0	53.0	1.0	7.0	2.0	30.0	11.0	0.0	16.0	3.0	7.0	17.0	1.0	15.0	0.0	5.0	3.0	0.0	23.0	16.0	1.0	6.0	2.0	3.0	2.0	3.0	4.0	4.0	1.0	4.0	5.0	4.0	0.0	7.0	2.0	3.0	2.0	1.0	5.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Geodermatophilales; f__Geodermatophilaceae; g__Modestobacter; s__marinus
1861	2.0	4.0	5.0	7.0	4.0	8.0	10.0	6.0	8.0	4.0	4.0	2.0	1.0	7.0	0.0	16.0	7.0	2.0	4.0	6.0	2.0	2.0	3.0	5.0	4.0	5.0	2.0	5.0	3.0	5.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	1.0	4.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Geodermatophilales; f__Geodermatophilaceae; g__Geodermatophilus; s__obscurus
1907575	5.0	4.0	1.0	0.0	3.0	4.0	4.0	1.0	5.0	1.0	1.0	0.0	3.0	6.0	0.0	1.0	10.0	3.0	3.0	8.0	1.0	1.0	2.0	1.0	5.0	3.0	1.0	0.0	1.0	0.0	5.0	8.0	2.0	2.0	9.0	6.0	1.0	6.0	10.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Jatrophihabitantales; f__Jatrophihabitantaceae; g__Jatrophihabitans; s__sp. GAS493
304895	1.0	14.0	0.0	5.0	3.0	13.0	4.0	12.0	9.0	12.0	8.0	3.0	7.0	14.0	0.0	26.0	6.0	0.0	15.0	14.0	4.0	1.0	1.0	6.0	3.0	1.0	2.0	1.0	2.0	0.0	6.0	4.0	1.0	1.0	3.0	18.0	5.0	9.0	10.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Catenulisporales; f__Catenulisporaceae; g__Catenulispora; s__acidiphila
131568	1.0	16.0	2.0	10.0	6.0	12.0	7.0	2.0	8.0	4.0	8.0	4.0	11.0	12.0	12.0	10.0	12.0	10.0	15.0	15.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	4.0	0.0	6.0	10.0	3.0	1.0	4.0	14.0	2.0	15.0	7.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Kineosporiales; f__Kineosporiaceae; g__Kineococcus; s__radiotolerans
28049	1.0	5.0	0.0	1.0	0.0	13.0	10.0	0.0	3.0	1.0	1.0	2.0	2.0	2.0	0.0	6.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Acidothermales; f__Acidothermaceae; g__Acidothermus; s__cellulolyticus
1891644	1.0	10.0	0.0	11.0	3.0	18.0	6.0	1.0	3.0	3.0	1.0	5.0	1.0	15.0	0.0	9.0	3.0	0.0	5.0	5.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	6.0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Sporichthyales; f__Sporichthyaceae; g__Epidermidibacterium; s__keratini
84998	26.0	90.0	4.0	42.0	4.0	84.0	22.0	13.0	30.0	7.0	3.0	7.0	8.0	57.0	3.0	6.0	32.0	0.0	39.0	32.0	17.0	46.0	34.0	54.0	55.0	55.0	68.0	32.0	34.0	71.0	16.0	14.0	5.0	3.0	8.0	13.0	3.0	7.0	15.0	6.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__; f__; g__; s__
1643826	111.0	539.0	9.0	293.0	59.0	470.0	81.0	79.0	172.0	69.0	12.0	21.0	38.0	402.0	34.0	54.0	223.0	0.0	223.0	202.0	238.0	350.0	315.0	403.0	414.0	457.0	697.0	289.0	277.0	551.0	163.0	198.0	131.0	140.0	178.0	486.0	126.0	214.0	525.0	198.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__; s__
447020	168.0	1731.0	1.0	877.0	86.0	1258.0	272.0	71.0	265.0	120.0	8.0	23.0	86.0	857.0	73.0	36.0	418.0	1.0	367.0	370.0	786.0	1311.0	1118.0	1442.0	1458.0	1639.0	2382.0	1066.0	1100.0	2134.0	417.0	46.0	94.0	26.0	212.0	27.0	15.0	87.0	77.0	29.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Adlercreutzia; s__
446660	286.0	2200.0	18.0	1195.0	100.0	1641.0	348.0	101.0	308.0	158.0	10.0	38.0	107.0	1153.0	126.0	59.0	545.0	6.0	504.0	461.0	1066.0	1874.0	1441.0	1959.0	1962.0	2374.0	3345.0	1363.0	1565.0	2840.0	537.0	67.0	131.0	48.0	253.0	40.0	14.0	112.0	87.0	46.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Adlercreutzia; s__equolifaciens
2707299	148.0	1476.0	14.0	686.0	70.0	1068.0	182.0	61.0	197.0	87.0	13.0	35.0	63.0	718.0	56.0	43.0	322.0	2.0	302.0	277.0	647.0	1146.0	912.0	1158.0	1149.0	1439.0	2017.0	869.0	888.0	1711.0	306.0	50.0	77.0	28.0	145.0	42.0	21.0	91.0	67.0	19.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Adlercreutzia; s__sp. 8CFCBH1
84111	18.0	118.0	1.0	73.0	10.0	85.0	15.0	43.0	33.0	13.0	1.0	6.0	9.0	106.0	5.0	28.0	63.0	0.0	37.0	31.0	47.0	70.0	48.0	86.0	68.0	73.0	110.0	44.0	47.0	80.0	97.0	400.0	159.0	253.0	266.0	976.0	270.0	330.0	1023.0	397.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Eggerthella; s__
