"Genus","ARO_Accession","Resistance_Mechanism","Group","statistic","p.value","estimate","qval"
"Debaryomyces","3002875","antibiotic target replacement","LM",119.6028279977,0.44167143440754,0.275134375771518,1
"Talaromyces","3000516","antibiotic efflux","LM",117.856925087611,0.423567783826546,0.28571560552963,0.494162414464304
"Candida","3003551","antibiotic efflux","CON",117.128644612183,0.41612025350706,0.29012942659283,0.749016456312707
"Talaromyces","3004580","antibiotic efflux","CON",117.128644612183,0.41612025350706,0.29012942659283,0.929362010141401
"Eremothecium","3000191","antibiotic target protection","LM",117.128644612183,0.41612025350706,0.29012942659283,0.624180380260589
"Nakaseomyces","3000191","antibiotic target protection","LM",117.128644612183,0.41612025350706,0.29012942659283,0.981078622791151
"Fusarium","3000196","antibiotic target protection","CON",116,0.406950227375658,0.296969696969697,0.52322172091156
"Talaromyces","3000518","antibiotic efflux","LM",116,0.406950227375658,0.296969696969697,0.494162414464304
"Talaromyces","3003923","antibiotic efflux","LM",116,0.406950227375658,0.296969696969697,0.494162414464304
"Tetrapisispora","3001855","antibiotic inactivation","LM",115.395038817543,0.398643511478881,0.300636128378526,0.907991205244752
"Pichia","3000191","antibiotic target protection","CON",114.847792646395,0.393201115143298,0.303952771840032,0.707762007257936
"Nakaseomyces","3000196","antibiotic target protection","LM",114,0.387054968154447,0.309090909090909,0.981078622791151
"Pichia","3000518","antibiotic efflux","LM",114,0.387054968154447,0.309090909090909,0.539498212025938
"Fusarium","3003948","antibiotic efflux","CON",112.049733057984,0.365944050552804,0.320910708739492,0.52322172091156
"Fusarium","3001855","antibiotic inactivation","LM",111.34565423122,0.359237670714783,0.32517785314412,0.754399108501044
"Talaromyces","3000190","antibiotic target protection","LM",111.34565423122,0.359237670714783,0.32517785314412,0.494162414464304
"Candida","3005059","antibiotic efflux","LM",110,0.348846243872153,0.333333333333333,0.813974569035025
"Tetrapisispora","3002875","antibiotic target replacement","LM",108.253534997124,0.330526430920882,0.343917969714397,0.907991205244752
"Yarrowia","3004588","antibiotic efflux","LM",108,0.330549465992496,0.345454545454545,1
"Candida","3003209","antibiotic inactivation","LM",106,0.312800267381167,0.357575757575757,0.813974569035025
"Pyricularia","3004588","antibiotic efflux","LM",106,0.312800267381167,0.357575757575757,0.890729754103174
"Yarrowia","3000190","antibiotic target protection","LM",103.246885058574,0.286663189073527,0.374261302675308,1
"Pichia","3005053","antibiotic target alteration","LM",102,0.278965216116318,0.381818181818182,0.450636118341744
"Debaryomyces","3000191","antibiotic target protection","CON",101.808218734457,0.274673014343399,0.382980492518441,0.412009521515099
"Talaromyces","3005053","antibiotic target alteration","LM",100,0.26288678352469,0.393939393939394,0.415164446478053
"Talaromyces","3000300","antibiotic target protection","CON",99.3465890423782,0.254803602635924,0.397899460349223,0.929362010141401
"Talaromyces","3002875","antibiotic target replacement","CON",99.3465890423782,0.254803602635924,0.397899460349223,0.929362010141401
"Pichia","3003923","antibiotic efflux","LM",98,0.247370787611931,0.406060606060606,0.450636118341744
"Debaryomyces","3000191","antibiotic target protection","LM",97.9801024570563,0.244128681896491,0.406181197229962,1
"Fusarium","3002459","antibiotic inactivation","LM",96.7929979990968,0.235061976632694,0.413375769702444,0.548477945476287
"Pyricularia","3003922","antibiotic efflux","LM",96,0.232418098250503,0.418181818181818,0.890729754103174
"Tetrapisispora","3003209","antibiotic inactivation","LM",96,0.232418098250503,0.418181818181818,0.907991205244752
"Debaryomyces","3000190","antibiotic target protection","CON",93.5285202770147,0.211125882438227,0.433160483169608,0.412009521515099
"Nakaseomyces","3007180","antibiotic inactivation","LM",92,0.204200583289326,0.442424242424242,0.981078622791151
"Fusarium","3005059","antibiotic efflux","LM",88,0.178219329270541,0.466666666666667,0.467825739335171
"Pyricularia","3003209","antibiotic inactivation","LM",88,0.178219329270541,0.466666666666667,0.890729754103174
"Talaromyces","3004122","reduced permeability to antibiotic","LM",88,0.178219329270541,0.466666666666667,0.34023690133467
"Pichia","3000516","antibiotic efflux","LM",87.7656006754478,0.172455036093989,0.46808726863365,0.402395084219308
"Fusarium","3004588","antibiotic efflux","LM",86,0.166058037179348,0.478787878787879,0.467825739335171
"Pyricularia","3004580","antibiotic efflux","LM",86,0.166058037179348,0.478787878787879,0.890729754103174
"Pichia","3002459","antibiotic inactivation","LM",85.7595123813036,0.160067009646828,0.480245379507251,0.402395084219308
"Fusarium","3004580","antibiotic efflux","LM",82,0.14336680194002,0.503030303030303,0.467825739335171
"Pichia","3005059","antibiotic efflux","LM",82,0.14336680194002,0.503030303030303,0.402395084219308
"Candida","3004580","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.36450875645134
"Fusarium","3003551","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.218705253870804
"Nakaseomyces","3004580","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.273381567338505
"Pyricularia","3004580","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.29300322578963
"Tetrapisispora","3004580","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.273381567338505
"Torulaspora","3004580","antibiotic efflux","CON",78.8315603019296,0.121502918817113,0.522232967867094,0.36450875645134
"Candida","3000191","antibiotic target protection","LM",78.8315603019296,0.121502918817113,0.522232967867094,0.813974569035025
"Talaromyces","3002459","antibiotic inactivation","LM",77.7351592047267,0.115991320625846,0.528877823001656,0.270646414793642
"Pyricularia","3002875","antibiotic target replacement","LM",74.2056559953991,0.0993224803649861,0.550268751543036,0.890729754103174
"Pichia","3004122","reduced permeability to antibiotic","LM",70,0.0877680432613642,0.575757575757576,0.307188151414775
"Talaromyces","3003922","antibiotic efflux","LM",70,0.0877680432613642,0.575757575757576,0.263304129784093
"Fusarium","3005053","antibiotic target alteration","LM",66,0.0731198750392827,0.6,0.383879343956234
"Pyricularia","3005053","antibiotic target alteration","LM",64,0.0664691374895167,0.612121212121212,0.890729754103174
"Fusarium","3003209","antibiotic inactivation","LM",60,0.0544450679375418,0.636363636363636,0.381115475562793
"Talaromyces","3005059","antibiotic efflux","LM",60,0.0544450679375418,0.636363636363636,0.228669285337676
"Debaryomyces","3000196","antibiotic target protection","LM",56,0.0440265528478427,0.660606060606061,0.571673213344189
"Talaromyces","3004580","antibiotic efflux","LM",56,0.0440265528478427,0.660606060606061,0.228669285337676
"Tetrapisispora","3005053","antibiotic target alteration","LM",54,0.0393814092829061,0.672727272727273,0.413504797470514
"Nakaseomyces","3000191","antibiotic target protection","CON",53.6620996749962,0.0323118085420257,0.674775153484872,0.221044367651529
"Fusarium","3000300","antibiotic target protection","CON",49.3929067920138,0.024018509248755,0.700649049745371,0.108083291619397
"Fusarium","3002875","antibiotic target replacement","CON",49.3929067920138,0.024018509248755,0.700649049745371,0.108083291619397
"Pichia","3003209","antibiotic inactivation","LM",48,0.0275141191111856,0.709090909090909,0.11555930026698
"Pichia","3004588","antibiotic efflux","LM",46,0.0241945875284697,0.721212121212121,0.11555930026698
"Pichia","3004580","antibiotic efflux","LM",44,0.0211664810722656,0.733333333333333,0.11555930026698
"Talaromyces","3004588","antibiotic efflux","LM",44,0.0211664810722656,0.733333333333333,0.14816536750586
"Pichia","3003922","antibiotic efflux","LM",42,0.0184138413143277,0.745454545454545,0.11555930026698
"Talaromyces","3003209","antibiotic inactivation","LM",36,0.0116512675298474,0.781818181818182,0.122338309063398
