"Genus","ARO_Accession","Resistance_Mechanism","Association","statistic","p.value","estimate","qval","Group","label.lm","label.con"
"Mimivirus","3003948","antibiotic efflux","Up",192.038434183157,0.651007699637248,-0.163869298079741,0.973408063507424,"CON",NA,"CON: ρ=-0.16, q=0.97"
"Cepunavirus","3005053","antibiotic target alteration","Down",192,0.656721421523199,-0.163636363636364,0.886511860281654,"LM","LM: ρ=-0.16, q=0.89",NA
"Oryzopoxvirus","3000518","antibiotic efflux","Down",192,0.656721421523199,-0.163636363636364,0.985082132284798,"LM","LM: ρ=-0.16, q=0.99",NA
"Parapoxvirus","3000375","antibiotic target alteration","Up",192,0.656721421523199,-0.163636363636364,0.769531178233781,"LM","LM: ρ=-0.16, q=0.77",NA
"Cepunavirus","3003209","antibiotic inactivation","Down",190,0.681807643477163,-0.151515151515151,0.886511860281654,"LM","LM: ρ=-0.15, q=0.89",NA
"Nebovirus","3000375","antibiotic target alteration","Down",190,0.681807643477163,-0.151515151515151,0.753576869106338,"LM","LM: ρ=-0.15, q=0.75",NA
"Parapoxvirus","3005059","antibiotic efflux","Up",190,0.681807643477163,-0.151515151515151,0.769531178233781,"LM","LM: ρ=-0.15, q=0.77",NA
"Vespertilionpoxvirus","3003923","antibiotic efflux","Up",190,0.681807643477163,-0.151515151515151,0.795442250723357,"LM","LM: ρ=-0.15, q=0.8",NA
"Mimivirus","3001855","antibiotic inactivation","Up",188.283961371357,0.697385072445867,-0.141114917402165,0.907082839004661,"LM","LM: ρ=-0.14, q=0.91",NA
"Cepunavirus","3000518","antibiotic efflux","Down",188,0.707203785571239,-0.139393939393939,0.886511860281654,"LM","LM: ρ=-0.14, q=0.89",NA
"Deltaentomopoxvirus","3003209","antibiotic inactivation","Up",188,0.707203785571239,-0.139393939393939,0.825071083166445,"LM","LM: ρ=-0.14, q=0.83",NA
"Tequintavirus","3007180","antibiotic inactivation","Up",188,0.707203785571239,-0.139393939393939,0.879904299312423,"LM","LM: ρ=-0.14, q=0.88",NA
"Kayvirus","3003948","antibiotic efflux","Up",187.532028485964,0.706788411940285,-0.136557748399784,1,"CON",NA,"CON: ρ=-0.14, q=1"
"Cepunavirus","3002875","antibiotic target replacement","Down",186.666832092007,0.717652458323244,-0.131314133890952,0.886511860281654,"LM","LM: ρ=-0.13, q=0.89",NA
"Mimivirus","3004122","reduced permeability to antibiotic","Up",186,0.732886836413125,-0.127272727272727,0.907082839004661,"LM","LM: ρ=-0.13, q=0.91",NA
"Parapoxvirus","3000196","antibiotic target protection","Up",186,0.732886836413125,-0.127272727272727,0.769531178233781,"LM","LM: ρ=-0.13, q=0.77",NA
"Parapoxvirus","3007180","antibiotic inactivation","Up",186,0.732886836413125,-0.127272727272727,0.769531178233781,"LM","LM: ρ=-0.13, q=0.77",NA
"Vividuovirus","3005053","antibiotic target alteration","Up",186,0.732886836413125,-0.127272727272727,0.855034642481979,"LM","LM: ρ=-0.13, q=0.86",NA
"Nebovirus","3003948","antibiotic efflux","Down",185.278825637368,0.735176183173989,-0.122901973559805,0.873494892371295,"CON",NA,"CON: ρ=-0.12, q=0.87"
"Bequatrovirus","3003948","antibiotic efflux","Up",185.268031563235,0.735312902555409,-0.122836554928695,1,"LM","LM: ρ=-0.12, q=1",NA
"Bequatrovirus","3002875","antibiotic target replacement","Up",184.603324273721,0.743744952315492,-0.118808025901337,1,"LM","LM: ρ=-0.12, q=1",NA
"Kleczkowskavirus","3003551","antibiotic efflux","Up",183.571570364577,0.756881552988749,-0.11255497190653,0.836553295408617,"LM","LM: ρ=-0.11, q=0.84",NA
"Kayvirus","3003923","antibiotic efflux","Up",182,0.785018103976204,-0.103030303030303,0.915854454638905,"LM","LM: ρ=-0.1, q=0.92",NA
"Tequintavirus","3003948","antibiotic efflux","Up",181.899021364473,0.778295260834846,-0.102418311299838,0.886774217724859,"CON",NA,"CON: ρ=-0.1, q=0.89"
"Tequintavirus","3003551","antibiotic efflux","Up",181.508062546291,0.783320692702214,-0.100048863916916,0.879904299312423,"LM","LM: ρ=-0.1, q=0.88",NA
"Cepunavirus","3003923","antibiotic efflux","Down",180,0.811416953056796,-0.0909090909090909,0.926215051907814,"LM","LM: ρ=-0.09, q=0.93",NA
"Mimivirus","3005053","antibiotic target alteration","Up",180,0.811416953056796,-0.0909090909090909,0.907082839004661,"LM","LM: ρ=-0.09, q=0.91",NA
"Pegunavirus","3003922","antibiotic efflux","Down",180,0.811416953056796,-0.0909090909090909,0.855930121768605,"LM","LM: ρ=-0.09, q=0.86",NA
"Pegunavirus","3004580","antibiotic efflux","Down",180,0.811416953056796,-0.0909090909090909,0.855930121768605,"LM","LM: ρ=-0.09, q=0.86",NA
"Pegunavirus","3002459","antibiotic inactivation","Down",179.04261805901,0.815171544541528,-0.085106776115209,0.855930121768605,"LM","LM: ρ=-0.09, q=0.86",NA
"Bequatrovirus","3005053","antibiotic target alteration","Up",178,0.83800409458326,-0.0787878787878788,1,"LM","LM: ρ=-0.08, q=1",NA
"Cepunavirus","3004588","antibiotic efflux","Down",178,0.83800409458326,-0.0787878787878788,0.926215051907814,"LM","LM: ρ=-0.08, q=0.93",NA
"Mimivirus","3004588","antibiotic efflux","Up",178,0.83800409458326,-0.0787878787878788,0.907082839004661,"LM","LM: ρ=-0.08, q=0.91",NA
"Oryzopoxvirus","3002459","antibiotic inactivation","Down",177.036529764865,0.841271267559294,-0.0729486652416077,1,"LM","LM: ρ=-0.07, q=1",NA
"Mimivirus","3000190","antibiotic target protection","Up",176.135807612388,0.853036803343083,-0.0674897431053834,0.907082839004661,"LM","LM: ρ=-0.07, q=0.91",NA
"Mimivirus","3004580","antibiotic efflux","Up",176,0.864753528804526,-0.0666666666666667,0.907082839004661,"LM","LM: ρ=-0.07, q=0.91",NA
"Nebovirus","3000196","antibiotic target protection","Down",176,0.864753528804526,-0.0666666666666667,0.907991205244752,"LM","LM: ρ=-0.07, q=0.91",NA
"Vespertilionpoxvirus","3002875","antibiotic target replacement","Up",175.317539091432,0.863748031157269,-0.0625305399480722,0.877282158118091,"LM","LM: ρ=-0.06, q=0.88",NA
"Bequatrovirus","3003551","antibiotic efflux","Up",174.574271077563,0.873494892371295,-0.058025885318566,0.982681753917707,"CON",NA,"CON: ρ=-0.06, q=0.98"
"Kayvirus","3000375","antibiotic target alteration","Up",174.574271077563,0.873494892371295,-0.058025885318566,1,"CON",NA,"CON: ρ=-0.06, q=1"
"Kleczkowskavirus","3003551","antibiotic efflux","Up",174.574271077563,0.873494892371295,-0.058025885318566,0.982681753917707,"CON",NA,"CON: ρ=-0.06, q=0.98"
"Nebovirus","3000375","antibiotic target alteration","Down",174.574271077563,0.873494892371295,-0.058025885318566,0.873494892371295,"CON",NA,"CON: ρ=-0.06, q=0.87"
"Parapoxvirus","3003551","antibiotic efflux","Up",174.574271077563,0.873494892371295,-0.058025885318566,0.982681753917707,"CON",NA,"CON: ρ=-0.06, q=0.98"
"Vespertilionpoxvirus","3003551","antibiotic efflux","Up",174.574271077563,0.873494892371295,-0.058025885318566,0.982681753917707,"CON",NA,"CON: ρ=-0.06, q=0.98"
"Kleczkowskavirus","3000191","antibiotic target protection","Up",174.574271077563,0.873494892371295,-0.058025885318566,0.91716963698986,"LM","LM: ρ=-0.06, q=0.92",NA
"Deltaentomopoxvirus","3002459","antibiotic inactivation","Up",174.027397323649,0.880676201234614,-0.0547114989312058,0.964564946554302,"LM","LM: ρ=-0.05, q=0.96",NA
"Vividuovirus","3003922","antibiotic efflux","Up",174,0.891638843953117,-0.0545454545454545,0.972841176143636,"LM","LM: ρ=-0.05, q=0.97",NA
"Kayvirus","3002459","antibiotic inactivation","Up",173.024353176577,0.893867782100659,-0.0486324434944052,0.986579249480659,"LM","LM: ρ=-0.05, q=0.99",NA
"Tequintavirus","3002875","antibiotic target replacement","Up",172.222277364002,0.904433350336709,-0.0437713779636506,0.904433350336709,"LM","LM: ρ=-0.04, q=0.9",NA
"Mimivirus","3000516","antibiotic efflux","Up",172.021309029505,0.907082839004661,-0.0425533880576045,0.907082839004661,"LM","LM: ρ=-0.04, q=0.91",NA
"Deltaentomopoxvirus","3005059","antibiotic efflux","Up",172,0.918633282432669,-0.0424242424242424,0.964564946554302,"LM","LM: ρ=-0.04, q=0.96",NA
"Kleczkowskavirus","3000518","antibiotic efflux","Up",172,0.918633282432669,-0.0424242424242424,0.918633282432669,"LM","LM: ρ=-0.04, q=0.92",NA
"Kayvirus","3000190","antibiotic target protection","Up",170.333692516641,0.929362010141401,-0.0323254091917618,1,"CON",NA,"CON: ρ=-0.03, q=1"
"Vividuovirus","3003923","antibiotic efflux","Up",170,0.945709808351989,-0.0303030303030303,0.972841176143636,"LM","LM: ρ=-0.03, q=0.97",NA
"Mimivirus","3000300","antibiotic target protection","Up",169.281744192888,0.943272662504124,-0.0259499648053841,0.973408063507424,"CON",NA,"CON: ρ=-0.03, q=0.97"
"Mimivirus","3002875","antibiotic target replacement","Up",169.281744192888,0.943272662504124,-0.0259499648053841,0.973408063507424,"CON",NA,"CON: ρ=-0.03, q=0.97"
"Bequatrovirus","3000518","antibiotic efflux","Up",168,0.972841176143636,-0.0181818181818182,1,"LM","LM: ρ=-0.02, q=1",NA
"Deltaentomopoxvirus","3000375","antibiotic target alteration","Up",168,0.972841176143636,-0.0181818181818182,0.972841176143636,"LM","LM: ρ=-0.02, q=0.97",NA
"Oryzopoxvirus","3003922","antibiotic efflux","Down",168,0.972841176143636,-0.0181818181818182,1,"LM","LM: ρ=-0.02, q=1",NA
"Vividuovirus","3004122","reduced permeability to antibiotic","Up",168,0.972841176143636,-0.0181818181818182,0.972841176143636,"LM","LM: ρ=-0.02, q=0.97",NA
"Mimivirus","3000191","antibiotic target protection","Up",167.006088294144,0.973408063507424,-0.0121581108736013,0.973408063507424,"CON",NA,"CON: ρ=-0.01, q=0.97"
"Cepunavirus","3003551","antibiotic efflux","Down",166.031753909143,0.986321979214696,-0.00625305399480722,0.986321979214696,"LM","LM: ρ=-0.01, q=0.99",NA
"Bequatrovirus","3002459","antibiotic inactivation","Up",166.003044147072,0.986702557645114,-0.00607905543680065,1,"LM","LM: ρ=-0.01, q=1",NA
"Bequatrovirus","3000196","antibiotic target protection","Up",166,1,-0.00606060606060606,1,"CON",NA,"CON: ρ=-0.01, q=1"
"Kayvirus","3000196","antibiotic target protection","Up",166,1,-0.00606060606060606,1,"CON",NA,"CON: ρ=-0.01, q=1"
"Kleczkowskavirus","3000196","antibiotic target protection","Up",166,1,-0.00606060606060606,1,"CON",NA,"CON: ρ=-0.01, q=1"
"Parapoxvirus","3000196","antibiotic target protection","Up",166,1,-0.00606060606060606,1,"CON",NA,"CON: ρ=-0.01, q=1"
"Vespertilionpoxvirus","3000196","antibiotic target protection","Up",166,1,-0.00606060606060606,1,"CON",NA,"CON: ρ=-0.01, q=1"
"Bequatrovirus","3000375","antibiotic target alteration","Up",166,1,-0.00606060606060606,1,"LM","LM: ρ=-0.01, q=1",NA
"Bequatrovirus","3003923","antibiotic efflux","Up",166,1,-0.00606060606060606,1,"LM","LM: ρ=-0.01, q=1",NA
"Kayvirus","3000191","antibiotic target protection","Up",165,1,0,1,"CON",NA,"CON: ρ=0, q=1"
"Oryzopoxvirus","3003923","antibiotic efflux","Down",164,1,0.00606060606060606,1,"LM","LM: ρ=0.01, q=1",NA
"Oryzopoxvirus","3005059","antibiotic efflux","Down",164,1,0.00606060606060606,1,"LM","LM: ρ=0.01, q=1",NA
"Oryzopoxvirus","3007180","antibiotic inactivation","Down",164,1,0.00606060606060606,1,"LM","LM: ρ=0.01, q=1",NA
"Kayvirus","3000190","antibiotic target protection","Up",163.987653853419,0.986579249480659,0.00613543119139849,0.986579249480659,"LM","LM: ρ=0.01, q=0.99",NA
"Oryzopoxvirus","3000196","antibiotic target protection","Down",162,0.972841176143636,0.0181818181818182,1,"LM","LM: ρ=0.02, q=1",NA
"Bequatrovirus","3000190","antibiotic target protection","Up",161.962961560258,0.959749871061638,0.0184062935741955,1,"LM","LM: ρ=0.02, q=1",NA
"Parapoxvirus","3001855","antibiotic inactivation","Up",161.962961560258,0.959749871061638,0.0184062935741955,0.959749871061638,"LM","LM: ρ=0.02, q=0.96",NA
"Mimivirus","3000196","antibiotic target protection","Up",160,0.94570980835199,0.0303030303030303,0.973408063507424,"CON",NA,"CON: ρ=0.03, q=0.97"
"Kayvirus","3004122","reduced permeability to antibiotic","Up",160,0.94570980835199,0.0303030303030303,0.986579249480659,"LM","LM: ρ=0.03, q=0.99",NA
"Nebovirus","3005059","antibiotic efflux","Down",160,0.94570980835199,0.0303030303030303,0.94570980835199,"LM","LM: ρ=0.03, q=0.95",NA
"Pegunavirus","3000190","antibiotic target protection","Down",159.938269267096,0.932956838599304,0.0306771559569924,0.932956838599304,"LM","LM: ρ=0.03, q=0.93",NA
"Bequatrovirus","3000196","antibiotic target protection","Up",158,0.918633282432669,0.0424242424242424,1,"LM","LM: ρ=0.04, q=1",NA
"Cepunavirus","3003922","antibiotic efflux","Down",158,0.918633282432669,0.0424242424242424,0.964564946554302,"LM","LM: ρ=0.04, q=0.96",NA
"Deltaentomopoxvirus","3003948","antibiotic efflux","Up",157.113790029913,0.895686483498999,0.0477952119399243,0.895686483498999,"CON",NA,"CON: ρ=0.05, q=0.9"
"Tequintavirus","3000300","antibiotic target protection","Up",156.436511614223,0.886774217724859,0.0518999296107682,0.886774217724859,"CON",NA,"CON: ρ=0.05, q=0.89"
"Tequintavirus","3002875","antibiotic target replacement","Up",156.436511614223,0.886774217724859,0.0518999296107682,0.886774217724859,"CON",NA,"CON: ρ=0.05, q=0.89"
"Vespertilionpoxvirus","3003551","antibiotic efflux","Up",155.714214817711,0.877282158118091,0.056277485953265,0.877282158118091,"LM","LM: ρ=0.06, q=0.88",NA
"Deltaentomopoxvirus","3000375","antibiotic target alteration","Up",155.425728922437,0.873494892371295,0.058025885318566,0.895686483498999,"CON",NA,"CON: ρ=0.06, q=0.9"
"Oryzopoxvirus","3003209","antibiotic inactivation","Down",154,0.864753528804526,0.0666666666666667,1,"LM","LM: ρ=0.07, q=1",NA
"Tequintavirus","3000518","antibiotic efflux","Up",152,0.83800409458326,0.0787878787878788,0.879904299312423,"LM","LM: ρ=0.08, q=0.88",NA
"Bequatrovirus","3004580","antibiotic efflux","Up",150,0.811416953056797,0.0909090909090909,1,"LM","LM: ρ=0.09, q=1",NA
"Pegunavirus","3004588","antibiotic efflux","Down",150,0.811416953056797,0.0909090909090909,0.855930121768605,"LM","LM: ρ=0.09, q=0.86",NA
"Tequintavirus","3000196","antibiotic target protection","Up",150,0.811416953056797,0.0909090909090909,0.879904299312423,"LM","LM: ρ=0.09, q=0.88",NA
"Oryzopoxvirus","3000190","antibiotic target protection","Down",148.998922450078,0.789848274987236,0.0969762275752854,0.789848274987236,"CON",NA,"CON: ρ=0.1, q=0.79"
"Nebovirus","3000196","antibiotic target protection","Down",148,0.785018103976205,0.103030303030303,0.873494892371295,"CON",NA,"CON: ρ=0.1, q=0.87"
"Vespertilionpoxvirus","3003922","antibiotic efflux","Up",148,0.785018103976205,0.103030303030303,0.867651588605279,"LM","LM: ρ=0.1, q=0.87",NA
"Tequintavirus","3002459","antibiotic inactivation","Up",145.94216120563,0.750683041040583,0.115502053299212,0.879904299312423,"LM","LM: ρ=0.12, q=0.88",NA
"Pegunavirus","3005053","antibiotic target alteration","Down",144,0.732886836413125,0.127272727272727,0.855930121768605,"LM","LM: ρ=0.13, q=0.86",NA
"Vividuovirus","3000300","antibiotic target protection","Up",142.30141399885,0.704702387966658,0.137567187885759,0.855034642481979,"LM","LM: ρ=0.14, q=0.86",NA
"Vividuovirus","3000196","antibiotic target protection","Up",142,0.707203785571239,0.139393939393939,0.707203785571239,"CON",NA,"CON: ρ=0.14, q=0.71"
"Kayvirus","3000196","antibiotic target protection","Up",142,0.707203785571239,0.139393939393939,0.873604676293884,"LM","LM: ρ=0.14, q=0.87",NA
"Tequintavirus","3003209","antibiotic inactivation","Up",142,0.707203785571239,0.139393939393939,0.879904299312423,"LM","LM: ρ=0.14, q=0.88",NA
"Kleczkowskavirus","3000190","antibiotic target protection","Up",141.716038628643,0.697385072445867,0.141114917402165,0.813615917853511,"LM","LM: ρ=0.14, q=0.81",NA
"Bequatrovirus","3007180","antibiotic inactivation","Up",140,0.681807643477163,0.151515151515151,1,"LM","LM: ρ=0.15, q=1",NA
"Cepunavirus","3005059","antibiotic efflux","Down",140,0.681807643477163,0.151515151515151,0.886511860281654,"LM","LM: ρ=0.15, q=0.89",NA
"Mimivirus","3003923","antibiotic efflux","Up",140,0.681807643477163,0.151515151515151,0.907082839004661,"LM","LM: ρ=0.15, q=0.91",NA
"Vespertilionpoxvirus","3003948","antibiotic efflux","Up",138.331537416797,0.655533103205703,0.161627045958809,0.795442250723357,"LM","LM: ρ=0.16, q=0.8",NA
"Bequatrovirus","3003922","antibiotic efflux","Up",138,0.656721421523199,0.163636363636364,1,"LM","LM: ρ=0.16, q=1",NA
"Bequatrovirus","3004122","reduced permeability to antibiotic","Up",138,0.656721421523199,0.163636363636364,1,"LM","LM: ρ=0.16, q=1",NA
"Cepunavirus","3000196","antibiotic target protection","Down",138,0.656721421523199,0.163636363636364,0.886511860281654,"LM","LM: ρ=0.16, q=0.89",NA
"Kayvirus","3005059","antibiotic efflux","Up",138,0.656721421523199,0.163636363636364,0.861946865749199,"LM","LM: ρ=0.16, q=0.86",NA
"Nebovirus","3007180","antibiotic inactivation","Down",138,0.656721421523199,0.163636363636364,0.753576869106338,"LM","LM: ρ=0.16, q=0.75",NA
"Tequintavirus","3005059","antibiotic efflux","Up",138,0.656721421523199,0.163636363636364,0.879904299312423,"LM","LM: ρ=0.16, q=0.88",NA
"Bequatrovirus","3003948","antibiotic efflux","Up",136.834964392545,0.637290973370986,0.17069718549973,0.819374108619839,"CON",NA,"CON: ρ=0.17, q=0.82"
"Kleczkowskavirus","3003948","antibiotic efflux","Up",136.834964392545,0.637290973370986,0.17069718549973,0.819374108619839,"CON",NA,"CON: ρ=0.17, q=0.82"
"Parapoxvirus","3003948","antibiotic efflux","Up",136.834964392545,0.637290973370986,0.17069718549973,0.819374108619839,"CON",NA,"CON: ρ=0.17, q=0.82"
"Vespertilionpoxvirus","3003948","antibiotic efflux","Up",136.834964392545,0.637290973370986,0.17069718549973,0.819374108619839,"CON",NA,"CON: ρ=0.17, q=0.82"
"Kayvirus","3004580","antibiotic efflux","Up",136.27718676731,0.630536075556976,0.174077655955698,1,"CON",NA,"CON: ρ=0.17, q=1"
"Nebovirus","3004580","antibiotic efflux","Down",136.27718676731,0.630536075556976,0.174077655955698,0.873494892371295,"CON",NA,"CON: ρ=0.17, q=0.87"
"Tequintavirus","3000375","antibiotic target alteration","Up",136.27718676731,0.630536075556976,0.174077655955698,0.886774217724859,"CON",NA,"CON: ρ=0.17, q=0.89"
"Vividuovirus","3000375","antibiotic target alteration","Up",136.27718676731,0.630536075556976,0.174077655955698,0.707203785571239,"CON",NA,"CON: ρ=0.17, q=0.71"
"Deltaentomopoxvirus","3000191","antibiotic target protection","Up",136.27718676731,0.630536075556976,0.174077655955698,0.778897505099794,"LM","LM: ρ=0.17, q=0.78",NA
"Vividuovirus","3000191","antibiotic target protection","Up",136.27718676731,0.630536075556976,0.174077655955698,0.827578599168532,"LM","LM: ρ=0.17, q=0.83",NA
"Cepunavirus","3000190","antibiotic target protection","Down",136.19806041014,0.629579804222883,0.174557209635514,0.629579804222883,"CON",NA,"CON: ρ=0.17, q=0.63"
"Bequatrovirus","3004588","antibiotic efflux","Up",136,0.631967363906089,0.175757575757576,1,"LM","LM: ρ=0.18, q=1",NA
"Mimivirus","3003922","antibiotic efflux","Up",136,0.631967363906089,0.175757575757576,0.907082839004661,"LM","LM: ρ=0.18, q=0.91",NA
"Vividuovirus","3002875","antibiotic target replacement","Up",135.079136634847,0.616110771137256,0.181338565849409,0.827578599168532,"LM","LM: ρ=0.18, q=0.83",NA
"Cepunavirus","3003948","antibiotic efflux","Down",134.064583403484,0.603986498302259,0.187487373312218,0.886511860281654,"LM","LM: ρ=0.19, q=0.89",NA
"Bequatrovirus","3003209","antibiotic inactivation","Up",132,0.583540584566421,0.2,1,"LM","LM: ρ=0.2, q=1",NA
"Kayvirus","3000518","antibiotic efflux","Up",132,0.583540584566421,0.2,0.816956818392989,"LM","LM: ρ=0.2, q=0.82",NA
"Tequintavirus","3004588","antibiotic efflux","Up",132,0.583540584566421,0.2,0.879904299312423,"LM","LM: ρ=0.2, q=0.88",NA
"Tequintavirus","3005053","antibiotic target alteration","Up",132,0.583540584566421,0.2,0.879904299312423,"LM","LM: ρ=0.2, q=0.88",NA
"Bequatrovirus","3005059","antibiotic efflux","Up",130,0.559908079271241,0.212121212121212,1,"LM","LM: ρ=0.21, q=1",NA
"Kayvirus","3000375","antibiotic target alteration","Up",130,0.559908079271241,0.212121212121212,0.816956818392989,"LM","LM: ρ=0.21, q=0.82",NA
"Oryzopoxvirus","3000191","antibiotic target protection","Down",128.890410705404,0.543550917404024,0.218845995724823,0.611494782079527,"CON",NA,"CON: ρ=0.22, q=0.61"
"Cepunavirus","3000375","antibiotic target alteration","Down",128,0.536688086753551,0.224242424242424,0.886511860281654,"LM","LM: ρ=0.22, q=0.89",NA
"Bequatrovirus","3000300","antibiotic target protection","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Bequatrovirus","3002875","antibiotic target replacement","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Kleczkowskavirus","3000300","antibiotic target protection","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Kleczkowskavirus","3002875","antibiotic target replacement","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Parapoxvirus","3000300","antibiotic target protection","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Parapoxvirus","3002875","antibiotic target replacement","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Vespertilionpoxvirus","3000300","antibiotic target protection","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Vespertilionpoxvirus","3002875","antibiotic target replacement","Up",127.891550328301,0.532169526525156,0.224899694979996,0.798254289787734,"CON",NA,"CON: ρ=0.22, q=0.8"
"Mimivirus","3000300","antibiotic target protection","Up",127.856859270845,0.531775983654639,0.22510994381306,0.907082839004661,"LM","LM: ρ=0.23, q=0.91",NA
"Deltaentomopoxvirus","3000190","antibiotic target protection","Up",123.493807990189,0.483246886873894,0.251552678847338,0.676545641623451,"LM","LM: ρ=0.25, q=0.68",NA
"Tequintavirus","3000190","antibiotic target protection","Up",123.397198370203,0.482194657109146,0.252138191695742,0.886774217724859,"CON",NA,"CON: ρ=0.25, q=0.89"
"Oryzopoxvirus","3000300","antibiotic target protection","Down",122.698089725129,0.474610022736997,0.256375213787096,0.830567539789746,"LM","LM: ρ=0.26, q=0.83",NA
"Cepunavirus","3000191","antibiotic target protection","Down",120.866057528827,0.454986007954027,0.267478439219228,0.51185925894828,"CON",NA,"CON: ρ=0.27, q=0.51"
"Vividuovirus","3003948","antibiotic efflux","Up",119.935943028071,0.445165086875915,0.273115496799568,0.572355111697605,"CON",NA,"CON: ρ=0.27, q=0.57"
"Deltaentomopoxvirus","3000196","antibiotic target protection","Up",118,0.427359698875701,0.284848484848485,0.676545641623451,"LM","LM: ρ=0.28, q=0.68",NA
"Oryzopoxvirus","3000375","antibiotic target alteration","Down",118,0.427359698875701,0.284848484848485,0.830567539789746,"LM","LM: ρ=0.28, q=0.83",NA
"Vividuovirus","3003551","antibiotic efflux","Up",117.539320179413,0.420312285422207,0.287640483761132,0.67896599952818,"LM","LM: ρ=0.29, q=0.68",NA
"Nebovirus","3000190","antibiotic target protection","Down",117.419731110705,0.419089526673038,0.288365265995729,0.586725337342254,"LM","LM: ρ=0.29, q=0.59",NA
"Bequatrovirus","3000375","antibiotic target alteration","Up",117.128644612183,0.41612025350706,0.29012942659283,0.798254289787734,"CON",NA,"CON: ρ=0.29, q=0.8"
"Deltaentomopoxvirus","3004580","antibiotic efflux","Up",117.128644612183,0.41612025350706,0.29012942659283,0.624180380260589,"CON",NA,"CON: ρ=0.29, q=0.62"
"Kleczkowskavirus","3000375","antibiotic target alteration","Up",117.128644612183,0.41612025350706,0.29012942659283,0.798254289787734,"CON",NA,"CON: ρ=0.29, q=0.8"
"Mimivirus","3004580","antibiotic efflux","Up",117.128644612183,0.41612025350706,0.29012942659283,0.973408063507424,"CON",NA,"CON: ρ=0.29, q=0.97"
"Oryzopoxvirus","3000375","antibiotic target alteration","Down",117.128644612183,0.41612025350706,0.29012942659283,0.535011754509077,"CON",NA,"CON: ρ=0.29, q=0.54"
"Parapoxvirus","3000375","antibiotic target alteration","Up",117.128644612183,0.41612025350706,0.29012942659283,0.798254289787734,"CON",NA,"CON: ρ=0.29, q=0.8"
"Pegunavirus","3003551","antibiotic efflux","Down",117.128644612183,0.41612025350706,0.29012942659283,0.468135285195442,"CON",NA,"CON: ρ=0.29, q=0.47"
"Vespertilionpoxvirus","3000375","antibiotic target alteration","Up",117.128644612183,0.41612025350706,0.29012942659283,0.798254289787734,"CON",NA,"CON: ρ=0.29, q=0.8"
"Nebovirus","3000191","antibiotic target protection","Down",117.128644612183,0.41612025350706,0.29012942659283,0.586725337342254,"LM","LM: ρ=0.29, q=0.59",NA
"Oryzopoxvirus","3003551","antibiotic efflux","Down",116.50756627027,0.409818125639198,0.29389353775594,0.830567539789746,"LM","LM: ρ=0.29, q=0.83",NA
"Tequintavirus","3003923","antibiotic efflux","Up",116,0.406950227375658,0.296969696969697,0.879904299312423,"LM","LM: ρ=0.3, q=0.88",NA
"Oryzopoxvirus","3002875","antibiotic target replacement","Down",112.380550633697,0.36911643779794,0.318905753735168,0.830567539789746,"LM","LM: ρ=0.32, q=0.83",NA
"Kleczkowskavirus","3000196","antibiotic target protection","Up",112,0.367683999158498,0.321212121212121,0.634815579453097,"LM","LM: ρ=0.32, q=0.63",NA
"Oryzopoxvirus","3005053","antibiotic target alteration","Down",112,0.367683999158498,0.321212121212121,0.830567539789746,"LM","LM: ρ=0.32, q=0.83",NA
"Deltaentomopoxvirus","3007180","antibiotic inactivation","Up",108,0.330549465992496,0.345454545454545,0.676545641623451,"LM","LM: ρ=0.35, q=0.68",NA
"Kayvirus","3007180","antibiotic inactivation","Up",108,0.330549465992496,0.345454545454545,0.769720193875235,"LM","LM: ρ=0.35, q=0.77",NA
"Parapoxvirus","3000190","antibiotic target protection","Up",107.296269644897,0.321886243937483,0.349719577909714,0.519970086360549,"LM","LM: ρ=0.35, q=0.52",NA
"Tequintavirus","3001855","antibiotic inactivation","Up",107.296269644897,0.321886243937483,0.349719577909714,0.879904299312423,"LM","LM: ρ=0.35, q=0.88",NA
"Tequintavirus","3000196","antibiotic target protection","Up",106,0.312800267381167,0.357575757575757,0.886774217724859,"CON",NA,"CON: ρ=0.36, q=0.89"
"Kleczkowskavirus","3000375","antibiotic target alteration","Up",106,0.312800267381167,0.357575757575757,0.634815579453097,"LM","LM: ρ=0.36, q=0.63",NA
"Mimivirus","3000375","antibiotic target alteration","Up",100,0.26288678352469,0.393939393939394,0.69007780675231,"LM","LM: ρ=0.39, q=0.69",NA
"Pegunavirus","3003209","antibiotic inactivation","Down",100,0.26288678352469,0.393939393939394,0.613402494890942,"LM","LM: ρ=0.39, q=0.61",NA
